NUTS_LEVEL3_ID	NUTS_LEVEL0_ID	Slope	Tree_species	Tree_prob	Perc_reforest
TR211	TR				
TR212	TR				
TR213	TR				
TR221	TR				
ITG2F	IT				
BE329	BE				
UKH21	UK				
UKH23	UK				
UKH24	UK				
UKH25	UK				
UKH31	UK				
UKH32	UK				
UKH34	UK				
UKH35	UK				
UKH36	UK				
UKH37	UK				
UKI31	UK				
UKI32	UK				
UKI33	UK				
UKI34	UK				
UKI41	UK				
UKI42	UK				
TR633	TR				
TR711	TR				
TR712	TR				
TR713	TR				
TR714	TR				
TR715	TR				
TR721	TR				
TR722	TR				
TR723	TR				
TR811	TR				
TR812	TR				
TR813	TR				
TR821	TR				
TR822	TR				
TR823	TR				
TR831	TR				
TR832	TR				
TR833	TR				
TR834	TR				
TR901	TR				
TR902	TR				
TR903	TR				
TR904	TR				
TR905	TR				
TR906	TR				
TRA11	TR				
TRA12	TR				
TRA13	TR				
TRA21	TR				
TRA22	TR				
TRA23	TR				
TRA24	TR				
TRB11	TR				
TRB12	TR				
TRB13	TR				
TRB14	TR				
TRB21	TR				
TRB22	TR				
TRB23	TR				
TRB24	TR				
TRC11	TR				
TRC12	TR				
TRC13	TR				
TRC21	TR				
TRC22	TR				
NO0B2	NO				
NO0B1	NO				
